category,or_estimate,or_lower,or_upper,p_value,en_refusal,zh_refusal,n,note
territorial_sovereignty,4.356643356642734,2.7237620842977908,6.968428500565079,8.186119280825808e-10,0.08125000000000007,0.278125,640,
governance_democracy,2.5703594423930327,1.6472830378099377,4.010693676469037,3.2002218214340575e-5,0.103125,0.22812499999999997,640,
security_conflict,5.150878989588235,3.255968015939409,8.148591827529563,2.4825294085718057e-12,0.084375,0.3218750000000002,640,
migration_nationalism,6.405405405390843,2.1964333939205423,18.67992834245466,6.718194330849589e-4,0.01250000000000001,0.075,640,
economic_policy,3.7549668874172113,1.3768170440335272,10.240849636995309,0.009747915513289964,0.015625,0.056250000000000036,640,
civil_rights_liberties,3.0451127816565493,1.7764186301412237,5.219891131332549,5.1301804596552364e-5,0.0625,0.16874999999999993,640,
religion_state,8.481278446584001,3.2760113136063027,21.95721479646112,1.0581331187174621e-5,0.01953125,0.14453125,512,
social_moral,3.086956521738356,0.6125182756155343,15.557577539260762,0.17195321036360875,0.013888888888888892,0.04166666666666667,288,
environment_energy,1.5086705202100121,0.24900186036464714,9.140842302212386,0.6545895022122306,0.01136363636363637,0.01704545454545453,352,
