prompt_category,test,p_value,cramers_v,or,or_lo,or_hi,n,p_adj_bh
religion_state,chi-squared,4.109605634504511e-6,0.2878600502350113,13.081951219512195,5.288758937179557,82.86753376681541,256,1.84932253552703e-5
security_conflict,chi-squared,2.1183578053976734e-9,0.33476515286589426,5.205784352925496,3.155224840524852,10.238508987517823,320,1.906522024857906e-8
migration_nationalism,chi-squared,0.01268595340810819,0.13933307603182385,4.453924914675768,1.6338977580146425,31.318835357989602,320,0.019028930112162286
economic_policy,chi-squared,0.08932508296030998,0.09497523711603359,3.13953488372093,1.0547057276886074,17.68622698410264,320,0.11484653523468427
civil_rights_liberties,chi-squared,0.006753620710499353,0.15142400343488746,2.5553468401985775,1.3759097132234712,5.035771828546469,320,0.015195646598623545
territorial_sovereignty,chi-squared,0.003937905495686875,0.1611698256765746,2.4388764762208748,1.4061989462949211,4.744999388849067,320,0.011813716487060623
governance_democracy,chi-squared,0.012382901405274446,0.1398124147285111,2.0984828081515396,1.2058396949785366,3.718172352419931,320,0.019028930112162286
social_moral,Fisher exact,1,0,1.690307328605201,0.19999999999999998,10.314230010280168,144,1
environment_energy,Fisher exact,1,0,1.4163742690058478,0.18886835691988899,11.290853877584283,176,1
