jurisdiction,log_odds,se,or,or_lo,or_hi
CN,2.3399817790817705,0.15790311836138837,10.381047408792599,7.617830874941525,14.14656574459941
MENA,-0.1690260266985426,0.13476441143927173,0.8444869238934174,0.6484539595002295,1.0997822654620002
India,0.4699813390077088,0.23486120525914045,1.599964336016638,1.0097001208324774,2.5352932258882834
US,-0.15036566564180642,0.19616458574814066,0.8603933026266549,0.5857581700312426,1.263792249223461
EU,NA,NA,NA,NA,NA
