language,outcome,estimate,conf_low,conf_high,n_blocks,n_issues,mean_english,mean_target,estimate_pp,conf_low_pp,conf_high_pp,estimand,block,weighting,uncertainty
zh,genuine_refusal,1.0375162252593192e-4,-0.0021388931723690307,0.0022292506658731174,42416,624,0.02758959248685887,0.027693344109384798,0.010375162252593191,-0.21388931723690308,0.22292506658731173,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
zh,capability_failure,0.10308976459630338,0.1002711427822904,0.10578682272376241,42416,624,0.04388293227828166,0.14697269687458503,10.308976459630339,10.02711427822904,10.578682272376241,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ar,genuine_refusal,-0.0028762349556043136,-0.005055538428662838,-8.283294388992697e-4,42413,624,0.02762354476061052,0.024747309805006206,-0.2876234955604314,-0.5055538428662838,-0.08283294388992697,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ar,capability_failure,0.09875375216320692,0.09585995329690805,0.10191848123020986,42413,624,0.04388304078859167,0.1426367929517986,9.875375216320691,9.585995329690805,10.191848123020986,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ru,genuine_refusal,-0.009767699127682635,-0.011719632482650455,-0.007851446544274355,42406,624,0.027633900850038175,0.017866201722355538,-0.9767699127682635,-1.1719632482650455,-0.7851446544274354,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ru,capability_failure,0.15316187799664793,0.15069192834559905,0.15560641180057888,42406,624,0.04388344427259535,0.1970453222692433,15.316187799664792,15.069192834559905,15.560641180057889,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
hi,genuine_refusal,-0.01245489116492669,-0.014556829021033365,-0.010230010969799488,42377,624,0.02767093558199976,0.015216044417073072,-1.245489116492669,-1.4556829021033364,-1.0230010969799488,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
hi,capability_failure,0.6348891933012328,0.6226288703082918,0.6468094317529344,42377,624,0.043873306958281316,0.6787625002595141,63.48891933012328,62.262887030829184,64.68094317529344,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
