jurisdiction,estimand,estimate,conf_low,conf_high
CN,Within-issue (primary),0.17725147244285078,0.14664781607188268,0.21346576970779285
MENA,Within-issue (primary),7.902285517785019e-4,-0.01708210804795074,0.020295479271555325
India,Within-issue (primary),0.030257759915456806,0.0020967628499289803,0.06662411308546735
US,Within-issue (primary),-0.007968886368185282,-0.016463149637107634,0.0018085298490629481
CN,Within-jurisdiction (descriptive),0.18820069904987394,0.13082088509407352,0.2389558051203597
MENA,Within-jurisdiction (descriptive),0.02741645078899335,0.006563814833402579,0.04960679536539331
India,Within-jurisdiction (descriptive),-0.013893401014193606,-0.03882925464215502,0.01491039144716585
US,Within-jurisdiction (descriptive),0.016252569840865025,-0.009378063036427197,0.0458636683303141
