judge,n,rate_anchor,rate_judge,rate_ratio,raw_agreement,alpha,ac1,recall_vs_anchor,precision_vs_anchor
nvidia/nemotron-3-super-120b-a12b,2615,0.06539196940726577,0.06653919694072657,1.0175438596491229,0.962906309751434,0.6990414311779627,0.95769,0.7251461988304093,0.7126436781609196
google/gemma-4-31b-it,2613,0.06544202066590127,0.03329506314580941,0.5087719298245613,0.9579027937236892,0.5515875244978716,0.95354,0.4327485380116959,0.8505747126436781
nvidia/nemotron-3-nano-30b-a3b,2639,0.07161803713527852,0.04357711254262978,0.6084656084656084,0.9530125047366427,0.5672576344359088,0.94729,0.47619047619047616,0.782608695652174
mistralai/mistral-small-3.2-24b-instruct,2588,0.07187017001545595,0.025502318392581144,0.3548387096774194,0.9497681607418856,0.45783045143321344,0.94464,0.3279569892473118,0.9242424242424242
ibm-granite/granite-4.1-8b,2627,0.06813856109630757,0.01598781880472021,0.23463687150837986,0.9455652835934526,0.32465726207033574,0.94079,0.21787709497206703,0.9285714285714286
inclusionai/ling-2.6-flash,2614,0.06503442999234889,0.017597551644988524,0.2705882352941177,0.9433817903596021,0.2854223936626171,0.93851,0.2,0.7391304347826086
