dropped,alpha_without,ac1_without,alpha_full,ac1_full,alpha_gain_from_dropping
nvidia/nemotron-3-nano-30b-a3b,0.7475618836186555,0.97714,0.7144226611140574,0.97661,0.03313922250459811
google/gemini-2.5-flash-lite,0.729037223070888,0.98068,0.7144226611140574,0.97661,0.01461456195683064
google/gemma-4-31b-it,0.6952526118269398,0.97334,0.7144226611140574,0.97661,-0.01917004928711763
nvidia/nemotron-3-super-120b-a12b,0.689065324746682,0.97525,0.7144226611140574,0.97661,-0.02535733636737536
