term,log_odds,se,z,p,or,or_low,or_high,spec
(Intercept),-3.745872276892024,0.11706645647927609,-31.997827469520647,1.1689965868952414e-224,0.02361502122380264,0.018773245553356546,0.029705530981079684,primary
home,2.2216219379808617,0.15387917076742655,14.437444177150057,3.0079066985750024e-47,9.222276702849824,6.821086454022609,12.468744994980925,primary
jurisMENA,1.094009560822821,0.11586220618962069,9.442333240507775,3.645692207052454e-21,2.986223545420977,2.3795696135576,3.747539476222503,primary
jurisIndia,0.6557750974800507,0.14336166671281755,4.574270880888271,4.778812387980578e-6,1.926635268929569,1.4546804153975765,2.551710616430354,primary
jurisUS,-4.3880674998617947e-4,0.12074745122854395,-0.0036340870595738773,0.9971004244248043,0.9995612895116152,0.7889093861696385,1.2664607482249963,primary
tierboundary,0.0034342001694565943,0.06159405156763682,0.055755386795516726,0.955536675803153,1.0034401037909968,0.8893271255518675,1.1321953564289007,primary
home:jurisMENA,-2.2167854392437962,0.21453348783705772,-10.333050851844105,4.99462568123063e-25,0.10895880115644987,0.0715562750366577,0.16591165964646482,primary
home:jurisIndia,-1.7276350303749617,0.2815889559684776,-6.135308199261768,8.499425476518793e-10,0.1777041783885794,0.10233030799435099,0.30859650122916965,primary
home:jurisUS,-2.4863352893465396,0.2498948008467841,-9.949527885019767,2.533824049603973e-23,0.08321436503842919,0.05098982892418855,0.1358041533938946,primary
