jurisdiction,estimate,conf_low,conf_high,n,events,n_issues,spec,scale,contrast,sample,estimable,estimand_type,uncertainty,weighting
CN,0.17484163310068548,0.1425463381165613,0.20940881926871657,4160,282,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
MENA,3.5518922173224243e-4,-0.01809716664236307,0.020352765342792966,6240,557,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
India,0.03173084793826966,0.0031318386397710643,0.07050621907827165,2076,139,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
US,-0.007431467469949914,-0.016533359375509964,0.0030366122361308546,8320,274,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
EU,NA,NA,NA,2080,0,520,primary,probability,0 observed refusals; contrast not estimable,"English, non-General",FALSE,NA,NA,NA
