n_rows,n_issues,n_models,primary_language,n_rows_all_lang,languages_available,languages_complete_roster,subsample_frac,subsample_seed,unit
6517,156,11,en,29088,ar/en/hi/ru/zh,en/zh/ar,0.25,20260803,issue_id
