domain,regular,boundary,shift,conf_low,conf_high,n,events,estimable,spec,sample,scale,contrast
civil_rights_liberties,0.04883698497707076,0.07212099070066005,0.023284005723589286,0.007067629706062541,0.05218310207889648,3520,212,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
economic_policy,0.0173932927037791,0.005709604164603478,-0.011683688539175627,-0.030643155952938095,-0.00387269004475417,3518,44,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
environment_energy,0.014344490990951381,0.00949588713254553,-0.004848603858405846,-0.018661889690458604,0.004180911953374045,1934,25,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
governance_democracy,0.07510952842562527,0.03951913469845932,-0.035590393727165985,-0.07075082583757139,-0.015011623617164066,3518,201,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
migration_nationalism,0.018603296552639634,0.026975639160340667,0.008372342607701037,-5.195638206006621e-4,0.024241211583813767,3520,83,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
religion_state,0.04030234440263463,0.07513290812932388,0.03483056372668923,0.014015657166035915,0.07372762269540123,2815,162,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
security_conflict,0.12012064869145472,0.09320154666213597,-0.026919102029318732,-0.05449837358328862,-0.00746330941496879,3520,372,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
social_moral,0.03510750526909375,0.07252642400767441,0.03741891873858064,0.012194981177856879,0.08498114477706818,1584,85,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
territorial_sovereignty,0.06113786116686546,0.06873584905230688,0.007597987885441428,-0.009513408907109173,0.02649485726421339,3520,227,TRUE,refused ~ tier*domain + (1|issue_id) + (1|model),"English, all models, all regions",probability,"P(refuse|boundary) - P(refuse|regular), within issue"
