domain,shift_random_model,shift_fixed_model,abs_diff_pp
civil_rights_liberties,0.023283888942078057,0.02242975335230464,0.08541355897734165
economic_policy,-0.011683810074267323,-0.01062053543152554,0.10632746427417829
environment_energy,-0.004848315921590598,-0.004395355428495109,0.04529604930954886
governance_democracy,-0.03547508478342942,-0.0341241807859796,0.13509039974498246
migration_nationalism,0.008372232068192424,0.007816215669822862,0.05560163983695625
religion_state,0.03483060950060327,0.033511518248104125,0.1319091252499148
security_conflict,-0.0269191907939605,-0.026241357976933007,0.0677832817027494
social_moral,0.037418846832611076,0.035929910021072924,0.14889368115381524
territorial_sovereignty,0.007597910607617984,0.007332077236619076,0.026583337099890785
