n,n_issues,n_models,events_total,events_home,events_away,weighting,estimable,note,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,jurisdiction,language,spec,estimand_family,estimand_label,target_population,causal_interpretation,outcome,uncertainty
4160,520,2,282,163,119,response,TRUE,,0.16468214893793118,0.09286931879209571,0.24924497900636866,16.468214893793117,9.286931879209572,24.924497900636865,CN,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,empirical response composition (SENSITIVITY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
6240,520,3,557,170,387,response,TRUE,,0.037567907831665075,0.014319089768496352,0.06334405476685512,3.7567907831665073,1.4319089768496351,6.334405476685512,MENA,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,empirical response composition (SENSITIVITY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
2076,520,1,139,31,108,response,TRUE,,-0.030732947452598483,-0.05829176043596729,0.0019436617434805577,-3.0732947452598482,-5.829176043596728,0.19436617434805575,India,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,empirical response composition (SENSITIVITY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
8319,520,4,274,43,231,response,TRUE,,0.01870275760255612,-0.007609125058973414,0.046538963230169476,1.870275760255612,-0.7609125058973414,4.653896323016948,US,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,empirical response composition (SENSITIVITY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
2080,520,1,0,0,0,response,FALSE,0 observed refusals (complete separation),NA,NA,NA,NA,NA,NA,EU,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,empirical response composition (SENSITIVITY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
