term,log_odds,se,z,p,or,or_low,or_high,spec
(Intercept),-3.956667776818607,0.12391697290700067,-31.929990573511468,1.0243017954006435e-223,0.019126742796276772,0.01500240070454622,0.02438491660098547,primary
home,2.2867591492294257,0.15667942946129648,14.595146006670321,3.015664040915855e-48,9.842986284599641,7.240334938021894,13.381201260460756,primary
jurisMENA,1.1097203888028035,0.11714452119456915,9.473088262998086,2.716899245145799e-21,3.033510072457973,2.411182105035414,3.8164613699174836,primary
jurisIndia,0.6694759318429674,0.14430671320040908,4.639257017192389,3.496639776479975e-6,1.9532134354011674,1.4720187735123595,2.591707927154095,primary
jurisUS,0.005475801873689755,0.12135418939828492,0.0451224790906736,0.9640096839451828,1.0054908214790497,0.7926461218472558,1.2754894829012207,primary
tierboundary,0.0031431044914106703,0.06222439323254566,0.0505124168855167,0.9597140547930448,1.0031480492235787,0.8879705453025949,1.133265077298427,primary
home:jurisMENA,-2.2644208904217,0.22041718940726007,-10.273340734046737,9.292972309638349e-25,0.10389018092230665,0.06744528639909414,0.1600285248727859,primary
home:jurisIndia,-1.795307225984509,0.2849510815411953,-6.300405024870776,2.9686887196139124e-10,0.1660764215161318,0.0950063691632497,0.29031082891096205,primary
home:jurisUS,-2.5670990227901593,0.25258387415065947,-10.163352792898227,2.889649456337811e-24,0.07675789565747361,0.04678636727084488,0.12592930140646097,primary
