dropped,alpha_without,ac1_without,alpha_full,ac1_full,alpha_gain_from_dropping
nvidia/nemotron-3-nano-30b-a3b,0.7591261848609475,0.97828,0.7280199180383196,0.97747,0.03110626682262796
google/gemini-2.5-flash-lite,0.7362952721494247,0.98033,0.7280199180383196,0.97747,0.008275354111105138
google/gemma-4-31b-it,0.7243895995675049,0.976,0.7280199180383196,0.97747,-0.0036303184708146308
nvidia/nemotron-3-super-120b-a12b,0.6890631358053028,0.97525,0.7280199180383196,0.97747,-0.038956782233016796
