jurisdiction,estimate,conf_low,conf_high,n,events,n_issues,spec,scale,contrast,sample,estimable,estimand_type,uncertainty,weighting
CN,0.1754502849754527,0.14299451674272187,0.21105139281868326,4160,282,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
MENA,0.0015851135387860795,-0.01690826100557335,0.02156143032329249,6240,557,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
India,0.030239144916003727,0.0024498397828808206,0.06625593583441734,2076,139,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
US,-0.007442320191880924,-0.015928364238433305,0.002544392172708903,8319,274,520,primary,probability,"within-issue home premium (DiD): P(refuse|home) - P(refuse|away), issue held fixed","English, non-General, EU excluded",TRUE,sample-conditional (averaged over observed issues at fitted BLUPs),parametric bootstrap over fixed-effect covariance; BLUPs held fixed,response-weighted within jurisdiction
EU,NA,NA,NA,2080,0,520,primary,probability,0 observed refusals; contrast not estimable,"English, non-General",FALSE,NA,NA,NA
