n,n_issues,n_models,events_total,events_home,events_away,weighting,estimable,note,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,jurisdiction,language,spec,estimand_family,estimand_label,target_population,causal_interpretation,outcome,uncertainty
4160,520,2,282,163,119,equal_model_issue,TRUE,,0.16468214893793118,0.09319492388367051,0.24886082508947163,16.468214893793117,9.31949238836705,24.886082508947162,CN,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,equal weight per tested model and issue (PRIMARY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
6240,520,3,557,170,387,equal_model_issue,TRUE,,0.037567907831665075,0.014370524385363188,0.06340001243767658,3.7567907831665073,1.4370524385363188,6.3400012437676585,MENA,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,equal weight per tested model and issue (PRIMARY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
2076,520,1,139,31,108,equal_model_issue,TRUE,,-0.030681781328540082,-0.05809625876261074,0.0019132798179302957,-3.0681781328540083,-5.809625876261074,0.19132798179302957,India,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,equal weight per tested model and issue (PRIMARY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
8319,520,4,274,43,231,equal_model_issue,TRUE,,0.01870197762498996,-0.007396518356541902,0.04600051216596957,1.870197762498996,-0.7396518356541902,4.600051216596957,US,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,equal weight per tested model and issue (PRIMARY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
2080,520,1,0,0,0,equal_model_issue,FALSE,0 observed refusals (complete separation),NA,NA,NA,NA,NA,NA,EU,en,refused ~ home + tier + domain + route + model,B_standardized,covariate-standardized home-minus-away refusal contrast,equal weight per tested model and issue (PRIMARY),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4),"issue-cluster bootstrap, model refit per replicate, percentile"
