estimand_family,sensitivity,jurisdiction,level,weighting,language,n,n_issues,n_models,events_home,events_away,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,estimable,note,events_total,singular,estimand_label,causal_interpretation,outcome
B_standardized,per_model,CN,deepseek-chat-v3.1,equal_model_issue,en,2080,520,1,72,43,0.1465927872254041,0.07830737003357156,0.25891138927248714,14.659278722540408,7.830737003357156,25.891138927248715,TRUE,,115,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,CN,qwen3-max,equal_model_issue,en,2080,520,1,91,76,0.17556831595647865,0.0882033887887991,0.268534581059953,17.556831595647864,8.82033887887991,26.853458105995298,TRUE,,167,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,MENA,allam-7b,equal_model_issue,en,2080,520,1,111,262,0.08714338526440768,0.03399376596274331,0.14876564055416552,8.714338526440768,3.399376596274331,14.876564055416551,TRUE,,373,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,MENA,falcon3-10b,equal_model_issue,en,2080,520,1,42,93,0.02085454582315364,-0.005353391338659123,0.05511815879712276,2.0854545823153643,-0.5353391338659124,5.511815879712276,TRUE,,135,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,MENA,jais-8b,equal_model_issue,en,2080,520,1,17,32,0.006962309605210392,-0.0080397949099123,0.023922959462182,0.6962309605210392,-0.8039794909912299,2.3922959462182,TRUE,,49,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,India,sarvam-30b,equal_model_issue,en,2076,520,1,31,108,-0.030681781328540082,-0.060332572422998526,0.003634375105230637,-3.0681781328540083,-6.033257242299853,0.3634375105230637,TRUE,,139,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,US,claude-opus-4.5,equal_model_issue,en,2080,520,1,12,79,0.013240086680097215,-0.02458868613870674,0.0568588203297553,1.3240086680097214,-2.458868613870674,5.685882032975529,TRUE,,91,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,US,gpt-4o,equal_model_issue,en,2079,520,1,13,35,0.0401661332390957,0.008014073569890198,0.0746202404991893,4.01661332390957,0.8014073569890198,7.462024049918931,TRUE,,48,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,US,gpt-5.1,equal_model_issue,en,2080,520,1,10,82,-0.0032842589137338676,-0.028397927896696856,0.02813830532082527,-0.32842589137338674,-2.8397927896696857,2.813830532082527,TRUE,,92,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
B_standardized,per_model,US,grok-4.3,equal_model_issue,en,2080,520,1,8,35,0.02039859658513828,-0.005795883060967043,0.05329062230679484,2.0398596585138278,-0.5795883060967043,5.329062230679484,TRUE,,43,NA,covariate-standardized home-minus-away refusal contrast (sensitivity),"covariate-standardized contrast in refusal probability; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; home is a fixed property of the issue region and is not randomised",refused_strict (engagement_code >= 4)
