response_language,n,economic_mean,economic_sd,social_mean,social_sd,auth_lib_mean,auth_lib_sd,pop_elite_mean,pop_elite_sd
ar,151,-0.019867549668874173,0.29371638645688336,-0.08609271523178808,0.43112871010860776,-0.11258278145695365,0.42493993862059964,-0.09271523178807947,0.33368634728805685
en,314,-0.0031847133757961785,0.2936865778811718,-0.12420382165605096,0.5185259611451634,-0.13694267515923567,0.43457395304484786,-0.14968152866242038,0.43770008898849
zh,283,-0.01060070671378092,0.2975562279533479,-0.09187279151943463,0.503925397708486,-0.12014134275618374,0.4290646033548921,-0.09187279151943463,0.3747874452949179
