scope,level,n_blocks,n_issues,mean_regular,mean_boundary,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,estimand,block_definition,sample,weighting,interpretation,bootstrap_unit,canonical_run_id
overall,all models,6864,624,0.050990675990676346,0.05179195804195836,8.012820512820623e-4,-0.007065850815850798,0.008377039627039652,0.08012820512820623,-0.7065850815850798,0.8377039627039652,paired boundary-minus-regular framing difference,issue_id x model x language,English,equal-model unless stated,"paired boundary-minus-regular difference within issue x model x language; a causal reading requires the generated regular and boundary prompt variants to be exchangeable given the issue, which is an assumption about the generation template, not a randomisation",issue_id,canon_002
weighting sensitivity,pooled,6864,624,NA,NA,8.012820512821955e-4,-0.006854603729604006,0.008231351981352296,0.08012820512821954,-0.6854603729604005,0.8231351981352296,paired boundary-minus-regular framing difference,issue_id x model x language,English,equal-model unless stated,"paired boundary-minus-regular difference within issue x model x language; a causal reading requires the generated regular and boundary prompt variants to be exchangeable given the issue, which is an assumption about the generation template, not a randomisation",issue_id,canon_002
weighting sensitivity,equal_model_issue,6864,624,NA,NA,8.012820512820737e-4,-0.0068546037296037575,0.008231351981351978,0.08012820512820737,-0.6854603729603758,0.8231351981351979,paired boundary-minus-regular framing difference,issue_id x model x language,English,equal-model unless stated,"paired boundary-minus-regular difference within issue x model x language; a causal reading requires the generated regular and boundary prompt variants to be exchangeable given the issue, which is an assumption about the generation template, not a randomisation",issue_id,canon_002
outcome sensitivity,refused_any (codes 3-5),6864,NA,NA,NA,0.002913752913752974,-0.005210154428904424,0.010677083333333346,0.2913752913752974,-0.5210154428904424,1.0677083333333346,paired boundary-minus-regular framing difference,issue_id x model x language,English,equal-model unless stated,"paired boundary-minus-regular difference within issue x model x language; a causal reading requires the generated regular and boundary prompt variants to be exchangeable given the issue, which is an assumption about the generation template, not a randomisation",issue_id,canon_002
