sensitivity,change_class,target_changed,jurisdiction,level,estimate_pp,conf_low_pp,conf_high_pp,primary_pp,difference_from_primary_pp,n,n_issues,n_models,events_home,events_away,estimable,plottable,interval_reliable,replicate_failure_rate,glm_warnings,separation_detected,canonical_run_id,weighting,estimate,conf_low,conf_high,note.x,outcome,estimator,separation_blocking,separation_reason,observed_fit_extreme_weight,counterfactual_extreme_weight,estimand,causal_interpretation,sample,note.y,primary_estimable,estimable_flag_note,difference_note
outcome_code3,C. outcome definition,FALSE,MENA,refused_any (codes 3-5),3.698810580718869,1.4605054716651935,6.126029619773049,3.755812762623567,-0.05700218190469819,6240,520,3,171,393,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.03698810580718869,0.014605054716651935,0.06126029619773049,,refused_any,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"same target, different label threshold (codes 3-5 rather than 4-5)",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
outcome_code3,C. outcome definition,FALSE,India,refused_any (codes 3-5),-3.0261785082284396,-5.824333244620444,-0.19152392691459552,-3.0681781328540083,0.04199962462556872,2076,520,1,32,115,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.030261785082284397,-0.05824333244620444,-0.001915239269145955,,refused_any,maximum likelihood,FALSE,|coef| > 15; SE > 25; 289 fitted probabilities at 0 or 1,0.14038461538461494,0.14038461538461494,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"same target, different label threshold (codes 3-5 rather than 4-5)",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
outcome_code3,C. outcome definition,FALSE,US,refused_any (codes 3-5),1.6046462283160374,-1.0463011631399102,4.285844042901794,1.879257372329217,-0.27461114401317954,8319,520,4,49,279,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.016046462283160375,-0.010463011631399101,0.042858440429017944,,refused_any,maximum likelihood,FALSE,SE > 25; 256 fitted probabilities at 0 or 1,0.030769230769230674,0.030769230769230674,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"same target, different label threshold (codes 3-5 rather than 4-5)",TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
outcome_code3,C. outcome definition,FALSE,EU,refused_any (codes 3-5),NA,NA,NA,NA,NA,2080,520,1,0,0,FALSE,FALSE,FALSE,NA,glm.fit: algorithm did not converge,TRUE,canon_012,nested,NA,NA,NA,0 observed events on refused_any (complete separation),refused_any,maximum likelihood,TRUE,did not converge; |coef| > 15; SE > 25; 2080 fitted probabilities at 0 or 1,0.9999999999999966,0.9999999999999966,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,"same target, different label threshold (codes 3-5 rather than 4-5)",FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,CN,20,16.155004955086554,10.083419677633252,24.330228569668822,16.47950003466695,-0.3244950795803945,4155,520,2,161,116,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.16155004955086555,0.10083419677633251,0.24330228569668821,,refused_strict,maximum likelihood,FALSE,SE > 25; 128 fitted probabilities at 0 or 1,0.030769230769230688,0.030769230769230688,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,CN,50,14.713354487001698,8.933668786639073,22.255174639501423,16.47950003466695,-1.76614554766525,4139,520,2,147,115,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.14713354487001698,0.08933668786639073,0.22255174639501424,,refused_strict,maximum likelihood,FALSE,SE > 25; 128 fitted probabilities at 0 or 1,0.030769230769230688,0.030769230769230688,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,CN,100,14.488264216563037,8.90539630290316,21.709650249538985,16.47950003466695,-1.9912358181039114,4119,520,2,137,111,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.14488264216563038,0.0890539630290316,0.21709650249538986,,refused_strict,maximum likelihood,FALSE,SE > 25; 128 fitted probabilities at 0 or 1,0.030798873573439977,0.030798873573439977,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,MENA,20,3.750875687268499,1.5093794278886958,6.1922399013049665,3.755812762623567,-0.0049370753550679325,6238,520,3,169,386,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.03750875687268499,0.01509379427888696,0.06192239901304967,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,MENA,50,3.722981104735074,1.50469927757424,6.027286432132419,3.755812762623567,-0.03283165788849329,6221,520,3,167,371,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.037229811047350736,0.0150469927757424,0.060272864321324185,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,MENA,100,3.722981104735074,1.50469927757424,6.027286432132419,3.755812762623567,-0.03283165788849329,6221,520,3,167,371,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.037229811047350736,0.0150469927757424,0.060272864321324185,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,India,20,-3.0681781328540083,-5.881080583553836,-0.10746122171324049,-3.0681781328540083,0,2076,520,1,31,108,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.030681781328540082,-0.05881080583553836,-0.001074612217132405,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 289 fitted probabilities at 0 or 1,0.14038461538461494,0.14038461538461494,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,India,50,-3.0681781328540083,-5.881080583553836,-0.10746122171324049,-3.0681781328540083,0,2076,520,1,31,108,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.030681781328540082,-0.05881080583553836,-0.001074612217132405,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 289 fitted probabilities at 0 or 1,0.14038461538461494,0.14038461538461494,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,India,100,-3.0681781328540083,-5.881080583553836,-0.10746122171324049,-3.0681781328540083,0,2076,520,1,31,108,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.030681781328540082,-0.05881080583553836,-0.001074612217132405,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 289 fitted probabilities at 0 or 1,0.14038461538461494,0.14038461538461494,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,US,20,1.879257372329217,-0.7816542244852294,4.4513928785891395,1.879257372329217,0,8319,520,4,43,231,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.01879257372329217,-0.007816542244852294,0.044513928785891395,,refused_strict,maximum likelihood,FALSE,SE > 25; 256 fitted probabilities at 0 or 1,0.030769230769230674,0.030769230769230674,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,US,50,1.879257372329217,-0.7816542244852294,4.4513928785891395,1.879257372329217,0,8319,520,4,43,231,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.01879257372329217,-0.007816542244852294,0.044513928785891395,,refused_strict,maximum likelihood,FALSE,SE > 25; 256 fitted probabilities at 0 or 1,0.030769230769230674,0.030769230769230674,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,US,100,1.879257372329217,-0.7816542244852294,4.4513928785891395,1.879257372329217,0,8319,520,4,43,231,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.01879257372329217,-0.007816542244852294,0.044513928785891395,,refused_strict,maximum likelihood,FALSE,SE > 25; 256 fitted probabilities at 0 or 1,0.030769230769230674,0.030769230769230674,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,EU,20,NA,NA,NA,NA,NA,2080,520,1,0,0,FALSE,FALSE,FALSE,NA,glm.fit: algorithm did not converge,TRUE,canon_012,nested,NA,NA,NA,0 observed events on refused_strict (complete separation),refused_strict,maximum likelihood,TRUE,did not converge; |coef| > 15; SE > 25; 2080 fitted probabilities at 0 or 1,0.9999999999999966,0.9999999999999966,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,EU,50,NA,NA,NA,NA,NA,2080,520,1,0,0,FALSE,FALSE,FALSE,NA,glm.fit: algorithm did not converge,TRUE,canon_012,nested,NA,NA,NA,0 observed events on refused_strict (complete separation),refused_strict,maximum likelihood,TRUE,did not converge; |coef| > 15; SE > 25; 2080 fitted probabilities at 0 or 1,0.9999999999999966,0.9999999999999966,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
min_response_chars,E. POST-OUTCOME diagnostic,TRUE,EU,100,NA,NA,NA,NA,NA,2080,520,1,0,0,FALSE,FALSE,FALSE,NA,glm.fit: algorithm did not converge,TRUE,canon_012,nested,NA,NA,NA,0 observed events on refused_strict (complete separation),refused_strict,maximum likelihood,TRUE,did not converge; |coef| > 15; SE > 25; 2080 fitted probabilities at 0 or 1,0.9999999999999966,0.9999999999999966,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,conditions on a realized property of the response; NOT design robustness,FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
overlap_restricted,B. target population,TRUE,CN,model x domain strata with both arms,16.863375935128783,9.996701113531788,24.721140091064314,16.47950003466695,0.3838759004618346,4008,501,2,163,112,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.16863375935128783,0.09996701113531789,0.24721140091064314,,refused_strict,maximum likelihood,FALSE,SE > 25; 128 fitted probabilities at 0 or 1,0.03193612774451094,0.03193612774451094,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,common support: covariate cells present in both arms only,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
overlap_restricted,B. target population,TRUE,MENA,model x domain strata with both arms,3.755812762623567,1.4965716780980263,6.199246311387576,3.755812762623567,0,6240,520,3,170,387,TRUE,TRUE,TRUE,0,,FALSE,canon_012,nested,0.03755812762623567,0.014965716780980264,0.061992463113875754,,refused_strict,maximum likelihood,FALSE,,0,0,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,common support: covariate cells present in both arms only,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
overlap_restricted,B. target population,TRUE,India,model x domain strata with both arms,-3.1419174915466495,-6.365938701125025,0.009174174648632629,-3.0681781328540083,-0.07373935869264114,2000,501,1,31,105,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,-0.031419174915466495,-0.06365938701125025,9.174174648632629e-5,,refused_strict,maximum likelihood,FALSE,|coef| > 15; SE > 25; 289 fitted probabilities at 0 or 1,0.1457085828343317,0.1457085828343317,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,common support: covariate cells present in both arms only,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
overlap_restricted,B. target population,TRUE,US,model x domain strata with both arms,1.879257372329217,-0.7816542244852294,4.4513928785891395,1.879257372329217,0,8319,520,4,43,231,TRUE,TRUE,TRUE,0,,TRUE,canon_012,nested,0.01879257372329217,-0.007816542244852294,0.044513928785891395,,refused_strict,maximum likelihood,FALSE,SE > 25; 256 fitted probabilities at 0 or 1,0.030769230769230674,0.030769230769230674,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,common support: covariate cells present in both arms only,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
overlap_restricted,B. target population,TRUE,EU,model x domain strata with both arms,NA,NA,NA,NA,NA,2080,520,1,0,0,FALSE,FALSE,FALSE,NA,glm.fit: algorithm did not converge,TRUE,canon_012,nested,NA,NA,NA,0 observed events on refused_strict (complete separation),refused_strict,maximum likelihood,TRUE,did not converge; |coef| > 15; SE > 25; 2080 fitted probabilities at 0 or 1,0.9999999999999966,0.9999999999999966,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,common support: covariate cells present in both arms only,FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
hierarchical_marginal,F. different estimand,TRUE,CN,(1|issue_id)+(1|prompt_id),NA,NA,NA,16.47950003466695,NA,4160,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,did not converge,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,integrates over the issue random effect instead of standardizing,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
hierarchical_marginal,F. different estimand,TRUE,MENA,(1|issue_id)+(1|prompt_id),NA,NA,NA,3.755812762623567,NA,6240,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,did not converge,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,integrates over the issue random effect instead of standardizing,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
hierarchical_marginal,F. different estimand,TRUE,India,(1|issue_id)+(1|prompt_id),NA,NA,NA,-3.0681781328540083,NA,2076,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,did not converge,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,integrates over the issue random effect instead of standardizing,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
hierarchical_marginal,F. different estimand,TRUE,US,(1|issue_id)+(1|prompt_id),NA,NA,NA,1.879257372329217,NA,8319,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,did not converge,NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,integrates over the issue random effect instead of standardizing,TRUE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
hierarchical_marginal,F. different estimand,TRUE,EU,(1|issue_id)+(1|prompt_id),NA,NA,NA,NA,NA,2080,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,canon_012,nested,NA,NA,NA,0 observed events on refused_strict (complete separation),NA,NA,NA,NA,NA,NA,covariate-standardized home-region refusal contrast (sensitivity),"covariate-standardized home-region refusal contrast; NOT causal, NOT a difference-in-differences, NOT a within-issue effect; adjustment controls measured composition only and cannot remove unmeasured differences between home and away issues",English,integrates over the issue random effect instead of standardizing,FALSE,`estimable` means a fit was attempted; `plottable` means a point AND an interval exist. Five functional-form rows are estimable = TRUE with no estimate.,"difference_from_primary_pp is a DIFFERENCE OF POINT ESTIMATES. No interval is given for it: subtracting marginal endpoints is not a paired contrast, and the paired issue bootstrap that would be required is not run for these rows."
