original_measurement,response_validity_state,n,original_total,share_within_original,share_within_original_pp,share_of_corpus,share_of_corpus_pp,interpretation,canonical_run_id
Original engaged/partial,capability failure only,35503,125711,0.28241760864204407,28.24176086420441,0.25879462918956747,25.879462918956747,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original engaged/partial,genuine refusal only,930,125711,0.0073979206274709455,0.7397920627470945,0.006779117402650416,0.6779117402650416,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original engaged/partial,neither,89121,125711,0.7089355744525141,70.8935574452514,0.6496362602597933,64.96362602597932,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original engaged/partial,refusal and capability failure,157,125711,0.0012488962779709015,0.12488962779709015,0.00114443164754421,0.11444316475442101,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original judge-coded non-engagement,capability failure only,7365,11475,0.6418300653594772,64.18300653594771,0.05368623620486056,5.368623620486056,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original judge-coded non-engagement,genuine refusal only,2212,11475,0.1927668845315904,19.27668845315904,0.016124094295336257,1.6124094295336258,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original judge-coded non-engagement,neither,1606,11475,0.13995642701525055,13.995642701525055,0.011706733923286633,1.1706733923286634,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
Original judge-coded non-engagement,refusal and capability failure,292,11475,0.025446623093681918,2.5446623093681917,0.002128497076961206,0.2128497076961206,descriptive reclassification table; final states may contain both genuine refusal and capability failure,canon_019
