judge,n,rate_anchor,rate_judge,rate_ratio,raw_agreement,alpha,ac1,recall_vs_anchor,precision_vs_anchor,canonical_run_id
nvidia/nemotron-3-super-120b-a12b,27429,0.05140544678989391,0.0443326406358234,0.8624113475177305,0.9805315541944657,0.7864291711815479,0.97858,0.7418439716312056,0.8601973684210527,canon_012
google/gemma-4-31b-it,27449,0.05140442274764108,0.03391744690152647,0.6598157335223246,0.9774855185981275,0.7243691069325167,0.97548,0.6109142452161588,0.9258861439312567,canon_012
nvidia/nemotron-3-nano-30b-a3b,27449,0.05140442274764108,0.029691427738715435,0.5776045357902198,0.9720208386462166,0.6404122711924358,0.96966,0.5166548547129696,0.894478527607362,canon_012
