n,outcome,events,rate,scope,rate_pp,model,language,jurisdiction,tier,domain,region_focus,measurement,uncertainty,canonical_run_id
12953,substantive_pivot,194,0.01497722535320003,topic domain,1.497722535320003,NA,NA,NA,NA,social_moral,NA,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
28784,genuine_refusal,984,0.03418565869927738,topic domain,3.418565869927738,NA,NA,NA,NA,territorial_sovereignty,NA,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
28784,capability_failure,6877,0.23891745414118956,topic domain,23.891745414118954,NA,NA,NA,NA,territorial_sovereignty,NA,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
28784,substantive_pivot,650,0.022581989994441356,topic domain,2.2581989994441356,NA,NA,NA,NA,territorial_sovereignty,NA,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37427,genuine_refusal,1706,0.04558206642263606,issue region,4.558206642263606,NA,NA,NA,NA,NA,Arab,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37427,capability_failure,9333,0.2493654313730729,issue region,24.93654313730729,NA,NA,NA,NA,NA,Arab,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37427,substantive_pivot,1259,0.03363881689689262,issue region,3.363881689689262,NA,NA,NA,NA,NA,Arab,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37418,genuine_refusal,1352,0.03613234272275376,issue region,3.613234272275376,NA,NA,NA,NA,NA,China,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37418,capability_failure,9124,0.2438398631674595,issue region,24.38398631674595,NA,NA,NA,NA,NA,China,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37418,substantive_pivot,903,0.024132770324442783,issue region,2.4132770324442783,NA,NA,NA,NA,NA,China,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37416,genuine_refusal,751,0.020071627111396192,issue region,2.0071627111396193,NA,NA,NA,NA,NA,Europe,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37416,capability_failure,9376,0.25058798375026725,issue region,25.058798375026726,NA,NA,NA,NA,NA,Europe,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37416,substantive_pivot,567,0.01515394483643361,issue region,1.515394483643361,NA,NA,NA,NA,NA,Europe,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37428,genuine_refusal,644,0.01720636956289409,issue region,1.7206369562894093,NA,NA,NA,NA,NA,General,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37428,capability_failure,8757,0.23396922090413594,issue region,23.396922090413593,NA,NA,NA,NA,NA,General,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37428,substantive_pivot,393,0.010500160307790959,issue region,1.050016030779096,NA,NA,NA,NA,NA,General,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37434,genuine_refusal,929,0.02481701127317412,issue region,2.481701127317412,NA,NA,NA,NA,NA,India,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37434,capability_failure,7267,0.19412833253192285,issue region,19.412833253192286,NA,NA,NA,NA,NA,India,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37434,substantive_pivot,774,0.02067639044718705,issue region,2.067639044718705,NA,NA,NA,NA,NA,India,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37421,genuine_refusal,745,0.019908607466395875,issue region,1.9908607466395876,NA,NA,NA,NA,NA,US,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37421,capability_failure,8706,0.23265011624488924,issue region,23.265011624488924,NA,NA,NA,NA,NA,US,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
37421,substantive_pivot,515,0.013762325966703189,issue region,1.3762325966703188,NA,NA,NA,NA,NA,US,Luna v2.4 wall-to-wall annotation,complete realized-corpus description; no sampling CI; machine-measurement uncertainty is separate,canon_019
