language,outcome,estimate,conf_low,conf_high,n_blocks,n_issues,mean_english,mean_target,estimate_pp,conf_low_pp,conf_high_pp,estimand,block,weighting,uncertainty
zh,genuine_refusal,-2.582804482423218e-4,-0.002413386519195858,0.0018781741153201805,44911,624,0.03177939357225827,0.03152111312401595,-0.025828044824232177,-0.2413386519195858,0.18781741153201806,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
zh,capability_failure,0.0975406894979338,0.0948487339173014,0.10011535169253444,44911,624,0.04182352644362763,0.13936421594156143,9.75406894979338,9.48487339173014,10.011535169253444,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ar,genuine_refusal,-0.00549867346946675,-0.007606753849349456,-0.003465110339255729,44909,624,0.031831424752542414,0.02633275128307566,-0.549867346946675,-0.7606753849349456,-0.3465110339255729,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ar,capability_failure,0.09527063772678944,0.09252530727908893,0.09832667192491923,44909,624,0.04182347726899755,0.137094114995787,9.527063772678943,9.252530727908894,9.832667192491924,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ru,genuine_refusal,-0.005263154589250123,-0.007137377761325285,-0.0032993827525540677,44902,624,0.03184120550366853,0.026578050914418408,-0.5263154589250123,-0.7137377761325285,-0.32993827525540675,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
ru,capability_failure,0.14592158135580852,0.14354839104169195,0.1483351907684203,44902,624,0.04182385833722324,0.18774543969303176,14.592158135580851,14.354839104169196,14.83351907684203,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
hi,genuine_refusal,-0.011718437097359537,-0.013930238949127663,-0.009469141242411216,44873,624,0.03187618275052114,0.020157745653161606,-1.1718437097359538,-1.3930238949127662,-0.9469141242411216,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
hi,capability_failure,0.6236115173201102,0.6115781676079721,0.63541411443014,44873,624,0.04181428420703777,0.6654258015271479,62.361151732011024,61.15781676079721,63.541411443014,paired target-language minus English difference,model x prompt_id,equal model,"issue-cluster percentile bootstrap, 2,000 draws"
